case_id	state_id	state_na	year	tisp	tiss	tisviol	vio_l1	cri_l1	inc_rate	pre_guid	pre_volg	pre_par	rec_sent	presum_s	pre_rec_	det_vol	det_pre	incpc_l1	admissio	ncourtc	m1_weap	m2_prox	m3_offic	m4_harm	m5_cont	m6_citi	m7_repe	m8_mult	m9_drug	m10_we1a	m11_we1b	m12_we1c	m13_we1d	m14_we1e	m15_we1f	m16_we2a	m17_we2b	m18_we2c	m19_we2d	m20_we2e	m21_we2f	m22_we3a	m23_we3b	m24_we3c	m25_we3d	m26_we3e	m27_we3f	m28_we4a	m29_we4b	m30_we4c	m31_we4d	m32_we4e	m33_we4f	m34_dr1a	m35_dr1b	m36_dr1c	m37_dr1d	m38_dr1e	m39_dr1f	m40_dr2a	m41_dr2b	m42_dr2c	m43_dr2d	m44_dr2e	m45_dr2f	m46_dr3a	m47_dr3b	m48_dr3c	m49_dr3d	m50_dr3e	m51_dr3f	m52_vi1a	m53_vi1b	m54_vi1c	m55_vi1d	m56_vi1e	m57_vi1f	m58_vi2a	m59_vi2b	m60_vi2c	m61_vi2d	m62_vi2e	m63_vi2f	dr_0a	dr_0b	mar_spos	mar_ssal	her_spos	her_ssal	dr_1a	dr_1b	dr_2a	dr_2b	he_min1o	he_min_1	mar_min_	mar_mi_1	dr_3coc	dr_3mar	dr_3oth	hol_drug	hol_vio	hol_sex	hol_2str	hol2_pro	hol2_cuo	hol2_alt	hol2_man	hol2_st1	hol2_st2	hol2_st3	prior2	time_fr2	hol_3str	hol3_pro	hol3_cuo	hol3_alt	hol3_man	hol3_st1	hol3_st2	hol3_st3	prior3	time_fr3	unemp_l1	p_1824_l	p_25_34_	p_black_	d_1975	d_1978	d_1981	d_1984	d_1987	d_1990	d_1993	d_1996	d_1999	d_2002	metro_l1	poverty_	p_hisp_l	expcorr_	pop_l1	correxp_	d_inc_ra	lag_incr	rev_l2_1	wel_l1_1	pro_crim	south	west	east	midwest	religion	gini	pol_100k	adm_100k	court_10	ideo2	gov2	drug_arr	cop_75	cop_78	cop_81	cop_84	cop_87	cop_90	cop_93	cop_96	cop_99	unemp_75	unemp_78	unemp_81	unemp_84	unemp_87	unemp_90	unemp_93	unemp_96	unemp_99	pov_75	pov_78	pov_81	pov_84	pov_87	pov_90	pov_93	pov_96	pov_99	black_75	black_78	black_81	black_84	black_87	black_90	black_93	black_96	black_99	welf_75	welf_78	welf_81	welf_84	welf_87	welf_90	welf_93	welf_96	welf_99	pro_drug	govern	drugs3_7	drugs3_1	drugs3_8	drugs3_2	drugs3_3	drugs3_9	drugs3_4	drugs3_5	drugs3_6	ideo2_75	ideo2_78	ideo2_81	ideo2_84	ideo2_87	ideo2_90	ideo2_93	ideo2_96	ideo2_99	gov2_75	gov2_78	gov2_81	gov2_84	gov2_87	gov2_90	gov2_93	gov2_96	gov2_99	gov2_02	ideo2_02	cop_02	unemp_02	pov_02	drugs3_0	ipc_02	welf_02	black_02	hisp_75	hisp_78	hisp_81	hisp_84	hisp_87	hisp_90	hisp_93	hisp_96	hisp_99	hisp_02	res2	res1	EST_FI	ln_vio	ln_pro	ln_hisp	res	p_black3	det_rec_	det_pre_	black3_8	black3_9	south_81	south_90	ln_inc	log_inco	g_south	g_det_se	g_court	g_south8	g_south9	g_south0	black3_0	g_metro	g_unemp	g_ideo2	g_ideo3	g_vio	g_ln_vio	inc2	det_pres	preguid_	pregui_1	dt_guidr	dt_guidn	mand_sum	nt_logir	resid1	resid2	resid3	resid4	new_yr	st2_mand	EST_RA
33	1	Alabama	2002	33	1	1	438.600006103516	4319.39990234375	612	0	0	0	0	0	0	0	0	24823	7033	99999	3	2	0	0	0	1	7	2	20	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	0	0	9	60	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	1	1	1	0	9	120	1	1	0	0	9	0	0	9	9	9	9	9	5	5	5	5	5	5	120	240	36	36	120	120	0	24	9	9	9	0	0	0	1	1	1	1	0	1	1	240	1	1	1	1	1	1	0	1	1	999	1	1	5.30000019073486	10.0500001907349	13.3999996185303	26.2999992370605	0	0	0	0	0	0	0	0	0	1	69.9000015258789	15.8999996185303	1.91999995708466	440.1	4466	9808.3349609375	63	549	395683	85523	3880.8	1	0	0	0	34.0999984741211	.435000002384186	292.467132568359	999	999	34.8486595153808	70	384.572601318359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0780000016093254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	34.8486595153808	292.467132568359	5.30000019073486	15.8999996185303	.0780000016093254	24823	855226	26.2999992370605	0	0	0	0	0	0	0	0	0	1.91999995708466	6.41551351547241	6.41551351547241	1	6.08358764648438	8.26379680633545	.65232515335083	110.884719848633	2.97000002861023	0	0	0	0	0	0	6.42000007629395	10.1195259094238	1	0	1	0	0	1	2.97000002861023	69.9000015258789	5.30000019073486	34.8486595153808	34.8486595153808	438.600006103516	6.08358764648438	99	0	0	0	0	0	4	6.41673231124878	712.941101074219	6.53894424438477	624.055114746094	6.20524644851685	2002	0	1
36	2	Alaska	1972	999	9	9	355.299987792969	2879.89990234375	61	0	0	0	0	0	0	0	0	18750	246	99999	99	99	99	99	99	99	99	99	99	9	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	9	9	9	9	99	999	0	9	9	9	99	999	9	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	0	0	9	9	9	9	999	9999	999	999	999	999	99	99	99	99	99	9	9	9	9	9	9	9	9	9	9	9999	9	9	9	9	9	9	9	9	9	9999	9	9	9.89999961853027	14.5299997329712	16.7299995422363	3	0	0	0	0	0	0	0	0	0	0	0	11.0799999237061	2	42.16	316	13341.7724609375	999	999	1608640	35297	2524.6	0	1	0	0	7.5	.36599999666214	235.44303894043	77.8480987548828	999	70.2639694213867	83.3125	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0399999991059303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31006145477295	4.31006145477295	1	5.872962474823	7.83383798599243	.6931471824646	-99.2962036132813	1.44000005722046	0	0	0	0	0	0	4.15000009536743	9.83894920349121	0	0	0	0	0	0	0	41.7999992370606	9.19999980926514	54.3533782958984	71.4844665527344	278	5.62762117385864	9.36930847167969	0	0	0	0	0	99	4.11087369918823	60.2695617675781	4.71445274353027	999	9	1992	0	0
39	2	Alaska	1975	33	1	0	453.100006103516	5239.7998046875	55.4000015258789	0	0	0	0	0	0	0	0	22438	240	201	0	0	0	0	0	3	2	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	7	0	0	9	9	9	99	999	1	1	1	1	2	120	0	9	9	9	99	999	0	9	9	9	9	9	0	0	0	0	0	0	120	120	24	24	24	24	0	0	4	1	4	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	7.69999980926514	14.4099998474121	18.7600002288818	3.1800000667572	1	0	0	0	0	0	0	0	0	0	43.7000007629394	6.73999977111816	1.75	44.09	341	12929.619140625	-5.59999990463257	61	495730	37477	4786.6	0	1	0	0	7.5	.36599999666214	302.639282226563	70.381233215332	58.9442825317383	55.369068145752	57.9743614196777	9999	302.639282226563	0	0	0	0	0	0	0	0	7.69999980926514	0	0	0	0	0	0	0	0	6.21999979019165	0	0	0	0	0	0	0	0	3.1800000667572	0	0	0	0	0	0	0	0	374767	0	0	0	0	0	0	0	0	.0399999991059303	1	.0399999991059303	0	0	0	0	0	0	0	0	55.369068145752	0	0	0	0	0	0	0	0	57.9743614196777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	4.47490978240967	4.47490978240967	1	6.11611270904541	8.47357559204102	.559615790843964	-67.6385726928711	1.47000002861023	0	0	0	0	0	0	9	10.0185108184814	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	3	4.01457977294922	6.88830471038818	4.56336450576782	29.1394157409668	4.87939357757568	1993	0	1
42	2	Alaska	1978	33	1	0	443.239990234375	5898.02978515625	127	0	0	0	0	0	0	0	0	27712	280	234	1	0	1	2	0	3	8	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	7	0	0	9	9	9	99	999	1	1	1	1	2	120	0	9	9	9	99	999	0	9	9	9	9	9	0	0	0	0	0	0	120	120	24	24	24	24	0	0	4	1	4	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	9.39999961853027	15.8800001144409	19.6000003814697	3.29999995231628	0	1	0	0	0	0	0	0	0	0	44	10.6099996566772	1.5	45.29	396	11436.869140625	71.5999984741211	55.4000015258789	825301	37019	5454.8	0	1	0	0	7.30000019073486	.368999987840652	340.151519775391	70.7070693969727	59.0909080505371	44.3186187744141	48.625	188.449905395508	0	340.151519775391	0	0	0	0	0	0	0	0	9.39999961853027	0	0	0	0	0	0	0	0	10.4499998092651	0	0	0	0	0	0	0	0	3.29999995231628	0	0	0	0	0	0	0	0	370194	0	0	0	0	0	0	0	.0399999991059303	1	0	.0399999991059303	0	0	0	0	0	0	0	0	44.3186187744141	0	0	0	0	0	0	0	0	48.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	4.88395881652832	4.88395881652832	1	6.09411144256592	8.60425090789795	.405465096235275	-15.223991394043	1.49000000953674	0	0	0	0	0	0	9	10.2296209335327	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	4	4.84418725967407	-1.24565505981445	4.95881843566895	41.4373168945313	5.31966686248779	1994	0	1
45	2	Alaska	1981	33	1	0	436	5645.68017578125	170	0	0	0	1	1	1	0	0	28289	502	390	1	0	1	2	0	3	8	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	7	0	0	9	9	9	99	999	1	1	1	1	2	120	0	9	9	9	99	999	0	9	9	9	9	9	0	0	0	0	0	0	120	120	24	24	24	24	0	0	4	1	4	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	9.69999980926514	14.9300003051758	22.6399993896484	3.40000009536743	0	0	1	0	0	0	0	0	0	0	43	9.60000038146973	2.36599993705749	63.02	400	15755	43	127	969350	59401	5209.7	0	1	0	0	7.30000019073486	.368999987840652	322.25	125.5	97.5	42.2202606201172	41.0499992370606	106.560203552246	0	0	322.25	0	0	0	0	0	0	0	0	9.69999980926514	0	0	0	0	0	0	0	0	9.60000038146973	0	0	0	0	0	0	0	0	3.40000009536743	0	0	0	0	0	0	0	0	594008	0	0	0	0	0	0	.0359999984502793	1	0	0	.0359999984502793	0	0	0	0	0	0	0	0	42.2202606201172	0	0	0	0	0	0	0	0	41.0499992370606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36599993705749	0	0	0	0	0	0	0	4.95369338989258	4.95369338989258	1	6.0776424407959	8.55827713012695	.861200749874115	1.30218780040741	1.5	0	0	1.5	0	0	0	5.19999980926514	10.2502279281616	0	0	0	0	0	0	0	43	9.69999980926514	41.8341789245605	42.2202606201172	436	6.0776424407959	9.7456636428833	0	0	0	0	0	4	5.13579845428467	20.3489532470703	5.13571214675903	53.3090934753418	5.49528360366821	1995	0	1
48	2	Alaska	1984	33	1	0	613.780029296875	6018.580078125	253	0	0	0	1	1	1	0	0	30853	766	685	8	0	3	5	0	11	8	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	60	0	9	9	9	99	999	0	9	9	9	9	9	0	0	4	2	0	0	60	120	0	0	0	30	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	10.3000001907349	14.3400001525879	21.5200004577637	3.70000004768372	0	0	0	1	0	0	0	0	0	0	44	12.3999996185303	2.52900004386902	130.48	488	26737.705078125	83	170	2536802	60703	5404.8	0	1	0	0	7.30000019073486	.368999987840652	309.016387939453	156.967208862305	140.368850708008	38.8970909118652	50.1435394287109	183.436004638672	0	0	0	309.016387939453	0	0	0	0	0	0	0	0	10.3000001907349	0	0	0	0	0	0	0	0	12.3999996185303	0	0	0	0	0	0	0	0	3.70000004768372	0	0	0	0	0	0	0	0	607035	0	0	0	0	0	.0379999987781048	0	0	0	0	.0379999987781048	0	0	0	0	0	0	0	0	38.8970909118652	0	0	0	0	0	0	0	0	50.1435394287109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52900004386902	0	0	0	0	0	0	5.75010776519775	5.75010776519775	1	6.4196367263794	8.59504318237305	.927823960781097	-55.0208396911621	1.54999995231628	0	0	0	0	0	0	9	10.336989402771	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	19	5.53338956832886	121.583847045898	5.77939414978027	204.795700073242	6.21481704711914	1996	0	1
51	2	Alaska	1987	25	1	1	570.409973144531	6245.8798828125	339	0	0	0	1	1	1	0	0	28961	1061	868	8	0	3	5	0	11	8	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	60	0	9	9	9	99	999	0	9	9	9	9	9	0	0	4	2	0	0	60	120	0	0	0	30	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	10.8000001907349	12.1300001144409	20.0400009155273	3.90000009536743	0	0	0	0	1	0	0	0	0	0	44	11.3999996185303	2.82299995422363	182.16	544	33485.29296875	86	253	1770844	79110	5675.5	0	1	0	0	7.80000019073486	.386999994516373	274.632354736328	195.036758422852	159.558822631836	44.1953811645508	56.4508781433105	106.307800292969	0	0	0	0	274.632354736328	0	0	0	0	0	0	0	0	10.8000001907349	0	0	0	0	0	0	0	0	11.3999996185303	0	0	0	0	0	0	0	0	3.90000009536743	0	0	0	0	0	0	0	0	791103	0	0	0	0	.0309999994933605	0	0	0	0	0	.0309999994933605	0	0	0	0	0	0	0	0	44.1953811645508	0	0	0	0	0	0	0	0	56.4508781433105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82299995422363	0	0	0	0	0	5.67135286331177	5.67135286331177	1	6.34635543823242	8.64391422271729	1.03780007362366	67.8906021118164	1.57000005245209	0	0	0	0	0	0	9	10.2737054824829	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	19	5.82600021362305	107.59684753418	5.65541887283325	186.548049926758	6.04800987243652	1997	0	1
54	2	Alaska	1990	25	1	1	497.720001220703	4779.89013671875	348	0	0	0	1	1	1	0	0	28831	1389	1195	10	0	3	6	0	16	8	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	60	0	9	9	9	99	999	0	9	9	9	9	9	0	0	4	2	0	0	60	120	0	0	0	30	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	6.69999980926514	11.3299999237061	18.2800006866455	4.09999990463257	0	0	0	0	0	1	0	0	0	0	41	10.5	3.1470000743866	126.93	547	23204.75390625	9	339	1691761	89701	4282.2	0	1	0	0	7.80000019073486	.386999994516373	323.948822021484	253.930526733398	218.46435546875	39.9285697937012	54.8610687255859	160.728607177734	0	0	0	0	0	323.948822021484	0	0	0	0	0	0	0	0	6.69999980926514	0	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	4.09999990463257	0	0	0	0	0	0	0	0	897014	0	0	0	.0240000002086163	0	0	0	0	0	0	.0240000002086163	0	0	0	0	0	0	0	0	39.9285697937012	0	0	0	0	0	0	0	0	54.8610687255859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1470000743866	0	0	0	0	5.62782096862793	5.62782096862793	1	6.21003770828247	8.36222171783447	1.14644968509674	87.6598968505859	1.60000002384186	0	0	0	1.60000002384186	0	0	5.82000017166138	10.2692060470581	0	0	0	0	0	0	0	41	8.5	39.9285697937012	50.3467788696289	524.5	6.2624454498291	9.77622222900391	0	0	0	0	0	26	5.85220241546631	126.030334472656	5.88415384292603	206.96630859375	6.27763843536377	1998	0	1
57	2	Alaska	1993	25	1	1	660.47998046875	5569.509765625	446	0	0	0	1	1	1	0	0	27962	2613	1068	10	0	4	6	0	16	9	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	60	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	2	0	0	60	120	0	0	0	30	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	9.19999980926514	9.71000003814697	18.9099998474121	4.19999980926514	0	0	0	0	0	0	1	0	0	0	42	10	3.32500004768372	166.06	587	28289.607421875	98	348	1434894	108721	4909	0	1	0	0	7.80000019073486	.386999994516373	299.318572998047	445.144805908203	181.942077636719	46.5825119018555	54.5973091125488	151.546203613281	0	0	0	0	0	0	299.318572998047	0	0	0	0	0	0	0	0	9.19999980926514	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	4.19999980926514	0	0	0	0	0	0	0	0	1087208	0	0	.0240000002086163	1	0	0	0	0	0	0	.0240000002086163	0	0	0	0	0	0	0	0	46.5825119018555	0	0	0	0	0	0	0	0	54.5973091125488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32500004768372	0	0	0	5.86655950546265	5.86655950546265	1	6.4929666519165	8.49882507324219	1.2014696598053	110.15502166748	1.61000001430511	0	0	0	0	0	0	9	10.2386016845703	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	26	6.10031890869141	201.57112121582	5.95325183868408	261.850006103516	6.33521175384521	1999	0	1
60	2	Alaska	1996	25	1	1	770.859985351563	5753.81005859375	383	0	0	0	1	1	1	0	0	28102	2377	1549	10	0	2	6	0	16	9	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	60	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	2	0	0	60	120	0	0	0	30	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	7.30000019073486	10.3199996948242	15.1400003433228	3.90000009536743	0	0	0	0	0	0	0	1	0	0	41	7.09999990463257	3.56399989128113	167.78	604	27778.146484375	-63	446	1228808	124803	4982.9	0	1	0	0	7.80000019073486	.386999994516373	293.377471923828	393.543060302734	256.456939697266	22.3378601074219	33.8660316467285	303.369812011719	0	0	0	0	0	0	0	293.377471923828	0	0	0	0	0	0	0	0	7.30000019073486	0	0	0	0	0	0	0	0	7.09999990463257	0	0	0	0	0	0	0	0	3.90000009536743	0	0	0	0	0	0	0	0	1248030	0	.0419999994337559	0	0	0	0	0	0	0	0	.0419999994337559	0	0	0	0	0	0	0	0	22.3378601074219	0	0	0	0	0	0	0	0	33.8660316467285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56399989128113	0	0	6.08997392654419	6.08997392654419	1	6.64750671386719	8.51376724243164	1.27088344097137	-7.51346349716187	1.57000005245209	0	0	0	0	0	0	9	10.2435960769653	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	26	5.94803476333618	245.416656494141	6.1005654335022	289.639129638672	6.46796894073486	2000	0	1
63	2	Alaska	1999	25	1	1	653.909973144531	4777.0400390625	374	0	0	0	1	1	1	0	0	28276	2405	99999	10	0	2	6	0	18	9	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	60	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	2	0	0	60	120	0	0	0	30	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	5.80000019073486	11.2200002670288	12.3599996566772	3.90000009536743	0	0	0	0	0	0	0	0	1	0	42	9.39999961853027	3.85800004005432	173.09	615	28144.71484375	-9	383	1731752	135919	4123.1	0	1	0	0	6.80000019073486	.377000004053116	285.691070556641	999	999	31.1057300567627	42.5712089538574	390.708587646484	0	0	0	0	0	0	0	0	285.691070556641	0	0	0	0	0	0	0	0	5.80000019073486	0	0	0	0	0	0	0	0	9.39999961853027	0	0	0	0	0	0	0	0	3.90000009536743	0	0	0	0	0	0	0	0	1359192	.0549999997019768	0	0	0	0	0	0	0	0	0	.0549999997019768	0	0	0	0	0	0	0	0	31.1057300567627	0	0	0	0	0	0	0	0	42.5712089538574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85800004005432	0	6.03812694549561	6.03812694549561	1	6.48296976089478	8.32436084747314	1.35014891624451	-6.13462066650391	1.57000005245209	0	0	0	0	0	0	9	10.2497682571411	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	28	5.92425584793091	293.481170654297	6.38834524154663	349.3759765625	6.73136901855469	2001	0	1
66	2	Alaska	2002	25	1	1	588.299987792969	4236.2001953125	396	0	0	0	1	1	1	0	0	31501	2775	99999	10	0	2	6	2	18	9	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	60	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	2	0	0	60	120	0	0	0	30	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	6.30000019073486	9.72999954223633	12.5799999237061	3.79999995231628	0	0	0	0	0	0	0	0	0	1	41.5	8.5	4.38999986648559	166.68	633	25881.98828125	22	374	1429080	161434	3647.9	0	1	0	0	6.80000019073486	.377000004053116	252.795028686523	999	999	20.5830993652344	36.5679092407227	269.337005615234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0509999990463257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.5679092407227	20.5830993652344	252.795028686523	6.30000019073486	8.5	.0509999990463257	31501	1614339	3.79999995231628	0	0	0	0	0	0	0	0	0	4.38999986648559	6.11553859710693	6.11553859710693	1	6.37723684310913	8.20190715789795	1.47932922840118	41.1603698730469	1.55999994277954	0	0	0	0	0	0	5.98000001907349	10.3577747344971	0	0	0	0	0	0	1.55999994277954	41.5	6.30000019073486	20.5830993652344	20.5830993652344	588.299987792969	6.37723684310913	99	0	0	0	0	0	30	5.98141431808472	223.229110717773	6.31881761550903	279.645965576172	6.67519378662109	2002	0	1
69	4	Arizona	1972	999	9	9	400.600006103516	3509.80004882813	76.9000015258789	0	0	0	0	0	0	0	0	15050	804	99999	0	0	0	0	0	0	99	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	0	0	9	9	9	9	999	9999	999	999	999	999	99	99	99	99	99	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	4.5	12.539999961853	12.4399995803833	3	0	0	0	0	0	0	0	0	0	0	74.5	13.9200000762939	14.8999996185303	67.91	1896	3581.7509765625	999	999	198157	12577	3109.2	0	1	0	0	7.59999990463257	.363000005483627	240.084381103516	42.4050636291504	999	42.2223281860352	12.0208396911621	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0750000029802322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31844472885132	4.31844472885132	1	5.9929633140564	8.04212093353271	2.70136117935181	-21.3904972076416	1.44000005722046	0	0	0	0	0	0	4.32999992370605	9.61913299560547	0	0	1	0	0	0	0	74.5	4.19999980926514	34.5019798278809	41.2858810424805	370.299987792969	5.91431331634521	9.13162136077881	0	0	0	0	0	0	4.34250593185425	121.452919006348	4.12193059921265	999	9	1992	0	0
72	4	Arizona	1975	33	1	0	566.700012207031	8221.7001953125	118	0	0	0	0	0	0	0	0	15939	1569	1363	0	0	0	0	0	3	12	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	1	1	2	60	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	0	0	0	0	0	0	120	999	24	60	24	60	12	60	4	4	4	0	0	0	1	9	9	9	9	9	9	9999	9	9	1	9	9	9	9	9	9	9999	9	9	6.80000019073486	12.8500003814697	14.039999961853	2.84999990463257	1	0	0	0	0	0	0	0	0	0	74	14.1300001144409	14.8900003433228	104.47	2223	4699.50537109375	41.0999984741211	76.9000015258789	199021	11354	7654.9	0	1	0	0	7.59999990463257	.363000005483627	273.504272460938	70.5802993774414	61.3135414123535	41.7247505187988	5.1000018119812	9999	273.504272460938	0	0	0	0	0	0	0	0	6.80000019073486	0	0	0	0	0	0	0	0	13.7399997711182	0	0	0	0	0	0	0	0	2.84999990463257	0	0	0	0	0	0	0	0	113539	0	0	0	0	0	0	0	0	.0750000029802322	0	.0750000029802322	0	0	0	0	0	0	0	0	41.7247505187988	0	0	0	0	0	0	0	0	5.1000018119812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8900003433228	0	0	0	0	0	0	0	0	0	4.83509349822998	4.83509349822998	1	6.33982992172241	8.94310092926025	2.70068979263306	-47.2582244873047	1.41999995708466	0	0	0	0	0	0	9	9.67652416229248	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	3	4.77068471908569	136.373092651367	4.17630529403687	96.6063690185547	4.13244009017944	1993	0	1
