case_id	state_id	state_na	year	tisp	tiss	tisviol	vio_l1	cri_l1	inc_rate	pre_guid	pre_volg	pre_par	rec_sent	presum_s	pre_rec_	det_vol	det_pre	incpc_l1	admissio	ncourtc	m1_weap	m2_prox	m3_offic	m4_harm	m5_cont	m6_citi	m7_repe	m8_mult	m9_drug	m10_we1a	m11_we1b	m12_we1c	m13_we1d	m14_we1e	m15_we1f	m16_we2a	m17_we2b	m18_we2c	m19_we2d	m20_we2e	m21_we2f	m22_we3a	m23_we3b	m24_we3c	m25_we3d	m26_we3e	m27_we3f	m28_we4a	m29_we4b	m30_we4c	m31_we4d	m32_we4e	m33_we4f	m34_dr1a	m35_dr1b	m36_dr1c	m37_dr1d	m38_dr1e	m39_dr1f	m40_dr2a	m41_dr2b	m42_dr2c	m43_dr2d	m44_dr2e	m45_dr2f	m46_dr3a	m47_dr3b	m48_dr3c	m49_dr3d	m50_dr3e	m51_dr3f	m52_vi1a	m53_vi1b	m54_vi1c	m55_vi1d	m56_vi1e	m57_vi1f	m58_vi2a	m59_vi2b	m60_vi2c	m61_vi2d	m62_vi2e	m63_vi2f	dr_0a	dr_0b	mar_spos	mar_ssal	her_spos	her_ssal	dr_1a	dr_1b	dr_2a	dr_2b	he_min1o	he_min_1	mar_min_	mar_mi_1	dr_3coc	dr_3mar	dr_3oth	hol_drug	hol_vio	hol_sex	hol_2str	hol2_pro	hol2_cuo	hol2_alt	hol2_man	hol2_st1	hol2_st2	hol2_st3	prior2	time_fr2	hol_3str	hol3_pro	hol3_cuo	hol3_alt	hol3_man	hol3_st1	hol3_st2	hol3_st3	prior3	time_fr3	unemp_l1	p_1824_l	p_25_34_	p_black_	d_1975	d_1978	d_1981	d_1984	d_1987	d_1990	d_1993	d_1996	d_1999	d_2002	metro_l1	poverty_	p_hisp_l	expcorr_	pop_l1	correxp_	d_inc_ra	lag_incr	rev_l2_1	wel_l1_1	pro_crim	south	west	east	midwest	religion	gini	pol_100k	adm_100k	court_10	ideo2	gov2	drug_arr	cop_75	cop_78	cop_81	cop_84	cop_87	cop_90	cop_93	cop_96	cop_99	unemp_75	unemp_78	unemp_81	unemp_84	unemp_87	unemp_90	unemp_93	unemp_96	unemp_99	pov_75	pov_78	pov_81	pov_84	pov_87	pov_90	pov_93	pov_96	pov_99	black_75	black_78	black_81	black_84	black_87	black_90	black_93	black_96	black_99	welf_75	welf_78	welf_81	welf_84	welf_87	welf_90	welf_93	welf_96	welf_99	pro_drug	govern	drugs3_7	drugs3_1	drugs3_8	drugs3_2	drugs3_3	drugs3_9	drugs3_4	drugs3_5	drugs3_6	ideo2_75	ideo2_78	ideo2_81	ideo2_84	ideo2_87	ideo2_90	ideo2_93	ideo2_96	ideo2_99	gov2_75	gov2_78	gov2_81	gov2_84	gov2_87	gov2_90	gov2_93	gov2_96	gov2_99	gov2_02	ideo2_02	cop_02	unemp_02	pov_02	drugs3_0	ipc_02	welf_02	black_02	hisp_75	hisp_78	hisp_81	hisp_84	hisp_87	hisp_90	hisp_93	hisp_96	hisp_99	hisp_02	res2	res1	EST_FI	ln_vio	ln_pro	ln_hisp	res	p_black3	det_rec_	det_pre_	black3_8	black3_9	south_81	south_90	ln_inc	log_inco	g_south	g_det_se	g_court	g_south8	g_south9	g_south0	black3_0	g_metro	g_unemp	g_ideo2	g_ideo3	g_vio	g_ln_vio	inc2	det_pres	preguid_	pregui_1	dt_guidr	dt_guidn	mand_sum	nt_logir	resid1	resid2	resid3	resid4	new_yr	st2_mand	EST_RA
996	34	New Jersey	1975	33	1	0	403.399993896484	4771.7001953125	77	0	0	0	0	0	0	0	0	20396	4406	2630	0	0	0	0	0	0	0	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	2	2	2	1	2	1	60	144	0	0	0	0	0	0	7	3	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	0	1	0	1	0	120	1	0	6.30000019073486	11.3299999237061	13.9700002670288	11.75	1	0	0	0	0	0	0	0	0	0	92.9000015258789	8.19999980926514	4.75	353.35	7144	4946.1083984375	4.59999990463257	72.4000015258789	202706	36582	4368.3	0	0	1	0	2	.340999990701675	326.889709472656	61.6741333007812	36.8141098022461	68.3291168212891	84.7222213745117	9999	326.889709472656	0	0	0	0	0	0	0	0	6.30000019073486	0	0	0	0	0	0	0	0	7.98000001907349	0	0	0	0	0	0	0	0	11.75	0	0	0	0	0	0	0	0	365820	0	0	0	0	0	0	0	0	.0979999974370003	1	.0979999974370003	0	0	0	0	0	0	0	0	68.3291168212891	0	0	0	0	0	0	0	0	84.7222213745117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75	0	0	0	0	0	0	0	0	0	4.30782842636108	4.30782842636108	1	5.99992847442627	8.38212966918945	1.55814456939697	-10.9814939498901	2.26999998092651	0	0	0	0	0	0	9	9.92309379577637	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	4.34380531311035	87.1702194213867	3.87488746643066	114.649139404297	3.74916934967041	1993	0	1
999	34	New Jersey	1978	33	1	0	392.029998779297	5113.85986328125	74	0	0	0	1	1	1	0	0	20927	3707	2538	0	0	0	0	0	0	0	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	2	2	2	1	2	1	60	144	0	0	0	0	0	0	7	3	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	1	1	0	0	1	0	120	1	0	9.39999961853027	11.6300001144409	14.6700000762939	12.1000003814697	0	1	0	0	0	0	0	0	0	0	92	9.38000011444092	5.32999992370605	414.4	7342	5644.23876953125	-3	77	221838	40754	4721.8	0	0	1	0	1.79999995231628	.354000002145767	342.604187011719	50.4903297424316	34.5682373046875	70.3128967285156	78	404.692108154297	0	342.604187011719	0	0	0	0	0	0	0	0	9.39999961853027	0	0	0	0	0	0	0	0	9.34000015258789	0	0	0	0	0	0	0	0	12.1000003814697	0	0	0	0	0	0	0	0	407538	0	0	0	0	0	0	0	.0979999974370003	0	0	.0979999974370003	0	0	0	0	0	0	0	0	70.3128967285156	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32999992370605	0	0	0	0	0	0	0	0	4.57313108444214	4.57313108444214	1	5.97133827209473	8.45994567871094	1.67335116863251	-56.9423751831055	2.29999995231628	0	0	0	0	0	0	9	9.94879531860352	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	4.30406522750855	107.317092895508	3.97908329963684	125.961349487305	3.84332728385925	1994	0	1
1002	34	New Jersey	1981	33	1	0	604.359985351563	6401.330078125	92	0	0	0	1	1	1	0	0	24066	4399	3467	0	0	0	0	0	0	0	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	2	2	2	1	2	1	60	144	0	0	0	0	0	0	7	3	7	0	1	0	1	0	0	1	0	1	0	60	1	1	1	1	1	0	0	1	0	120	1	0	7.30000019073486	11.8400001525879	15.4499998092651	12.6000003814697	0	0	1	0	0	0	0	0	0	0	91	9	6.67899990081787	488.84	7364	6638.240234375	18	74	245161	41805	5797	0	0	1	0	1.79999995231628	.354000002145767	374.239532470703	59.736557006836	47.0803909301758	65.5432662963867	76.6600036621094	368.186798095703	0	0	374.239532470703	0	0	0	0	0	0	0	0	7.30000019073486	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	12.6000003814697	0	0	0	0	0	0	0	0	418049	0	0	0	0	0	0	.0860000029206276	0	0	0	.0860000029206276	0	0	0	0	0	0	0	0	65.5432662963867	0	0	0	0	0	0	0	0	76.6600036621094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67899990081787	0	0	0	0	0	0	0	4.85549068450928	4.85549068450928	1	6.40417003631592	8.66509628295898	1.89896821975708	-69.8294143676758	2.32999992370605	0	0	2.32999992370605	0	0	0	4.59999990463257	10.0885553359985	0	0	0	0	0	0	0	91	7.30000019073486	64.759407043457	65.5432662963867	604.359985351563	6.40417003631592	9.5191478729248	0	0	0	0	0	0	4.52178859710693	143.968887329102	4.20816373825073	127.339225769043	4.0464334487915	1995	0	1
1005	34	New Jersey	1984	33	1	0	553.080017089844	5163.35986328125	138	0	0	0	1	1	1	0	0	25310	5359	3738	0	0	0	0	0	0	0	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	2	2	2	1	2	1	60	144	0	0	0	0	0	0	7	3	7	0	1	0	1	0	0	1	0	1	0	60	1	1	1	1	1	0	0	1	0	120	1	0	6.19999980926514	11.9399995803833	16.0799999237061	13	0	0	0	1	0	0	0	0	0	0	100	10.8999996185303	7.57800006866455	570.21	7468	7635.37744140625	46	92	365406	42969	4610.3	0	0	1	0	1.79999995231628	.354000002145767	387.319213867188	71.7595062255859	50.0535621643067	67.2288436889648	56.6093215942383	411.635192871094	0	0	0	387.319213867188	0	0	0	0	0	0	0	0	6.19999980926514	0	0	0	0	0	0	0	0	10.8999996185303	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	429687	0	0	0	0	0	.0949999988079071	1	0	0	0	.0949999988079071	0	0	0	0	0	0	0	0	67.2288436889648	0	0	0	0	0	0	0	0	56.6093215942383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57800006866455	0	0	0	0	0	0	5.01270341873169	5.01270341873169	1	6.31550264358521	8.43604850769043	2.02524924278259	-30.7706089019775	2.34999990463257	0	0	0	0	0	0	9	10.138955116272	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	4.92725372314453	188.446060180664	4.52449226379395	173.682754516602	4.34875297546387	1996	0	1
1008	34	New Jersey	1987	33	1	0	572.47998046875	5241.2998046875	177	0	0	0	1	1	1	0	0	29354	7187	5102	0	0	0	0	0	1	0	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	0	3	2	3	0	3	60	60	36	60	36	60	0	36	3	5	3	0	1	0	1	0	0	1	0	1	0	60	1	1	1	1	1	0	0	1	0	120	1	0	4	11.3199996948242	16.1800003051758	13.3000001907349	0	0	0	0	1	0	0	0	0	0	100	8.89999961853027	8.41300010681152	801.25	7625	10508.1962890625	39	138	335185	50632	4668.8	0	0	1	0	1.5	.395000010728836	393.560668945313	94.2557373046875	66.9114761352539	71.4314270019531	59.6929206848145	479.661895751953	0	0	0	0	393.560668945313	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8.89999961853027	0	0	0	0	0	0	0	0	13.3000001907349	0	0	0	0	0	0	0	0	506324	0	0	0	0	.108000002801418	1	0	0	0	0	.108000002801418	0	0	0	0	0	0	0	0	71.4314270019531	0	0	0	0	0	0	0	0	59.6929206848145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41300010681152	0	0	0	0	0	5.15633344650269	5.15633344650269	1	6.34997797012329	8.44865703582764	2.12977814674377	-16.114444732666	2.36999988555908	0	0	0	0	0	0	9	10.2871837615967	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	1	5.17614984512329	211.690826416016	4.72270822525025	193.917297363281	4.59861326217651	1997	0	1
1011	34	New Jersey	1990	33	1	0	608.97998046875	5269.43017578125	271	0	0	0	1	1	1	0	0	33092	10634	8338	0	0	0	0	0	1	0	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	0	3	2	3	0	3	60	60	36	60	36	60	0	36	3	5	3	0	1	0	1	0	0	1	0	1	0	60	1	1	1	1	1	0	0	1	0	120	1	0	5.09999990463257	10.25	16.7099990844727	13.6999998092651	0	0	0	0	0	1	0	0	0	0	100	8.19999980926514	9.33300018310547	1123.87	7726	14546.595703125	94	177	499255	59643	4660.4	0	0	1	0	1.5	.395000010728836	416.580383300781	137.639144897461	107.92130279541	62.4231910705566	54.9070091247559	882.813171386719	0	0	0	0	0	416.580383300781	0	0	0	0	0	0	0	0	5.09999990463257	0	0	0	0	0	0	0	0	8.19999980926514	0	0	0	0	0	0	0	0	13.6999998092651	0	0	0	0	0	0	0	0	596428	0	0	0	.138999998569488	1	0	0	0	0	0	.138999998569488	0	0	0	0	0	0	0	0	62.4231910705566	0	0	0	0	0	0	0	0	54.9070091247559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33300018310547	0	0	0	0	5.56739139556885	5.56739139556885	1	6.41178560256958	8.44685649871826	2.23355650901794	5.44343614578247	2.39000010490417	0	0	0	2.39000010490417	0	0	5.69000005722046	10.4070472717285	0	0	0	0	0	0	0	100	6.59999990463257	62.4231910705566	59.2383308410645	647.549987792969	6.47319602966309	9.83702754974365	0	0	0	0	0	1	5.60211896896362	259.203796386719	5.0286054611206	233.302337646484	4.90893268585205	1998	0	1
1014	34	New Jersey	1993	33	1	0	625.820007324219	5064.35986328125	301	0	0	0	1	1	1	0	0	32803	12679	8563	0	0	0	0	0	1	0	0	0	1	1	0	0	9	0	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	0	3	2	3	0	3	60	60	36	60	36	60	0	36	3	5	3	0	1	0	1	0	0	1	0	1	0	60	1	1	1	1	1	0	0	1	0	120	1	0	7.5	9.10999965667725	16.7299995422363	14.1999998092651	0	0	0	0	0	0	1	0	0	0	100	10	10.331000328064	1161.17	7813	14862.0244140625	30	271	410364	97248	4438.5	0	0	1	0	1.5	.395000010728836	398.707275390625	162.280807495117	109.599388122559	64.9783172607422	64.8916625976563	544.974670410156	0	0	0	0	0	0	398.707275390625	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14.1999998092651	0	0	0	0	0	0	0	0	972480	0	0	.111000001430512	0	0	0	0	0	0	0	.111000001430512	0	0	0	0	0	0	0	0	64.9783172607422	0	0	0	0	0	0	0	0	64.8916625976563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.331000328064	0	0	0	5.63420343399048	5.63420343399048	1	6.43906259536743	8.3980712890625	2.33514904975891	19.1636619567871	2.42000007629395	0	0	0	0	0	0	9	10.3982753753662	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	1	5.70711040496826	264.430969238281	5.05518484115601	240.88606262207	4.94607257843017	1999	0	1
1017	34	New Jersey	1996	33	1	0	599.77001953125	4703.68994140625	343	0	0	0	1	1	1	0	0	34664	15001	9382	0	0	0	0	0	1	0	0	0	1	1	0	0	9	0	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	0	3	2	3	0	3	60	60	36	60	36	60	0	36	3	5	3	0	1	0	1	0	0	1	0	1	0	60	1	1	1	1	1	0	0	1	0	120	1	0	6.19999980926514	8.4399995803833	15.4499998092651	14.5	0	0	0	0	0	0	0	1	0	0	100	7.80000019073486	11.3109998703003	1298.45	7945	16342.9833984375	42	301	452732	99940	4103.9	0	0	1	0	1.5	.395000010728836	405.097534179688	188.810577392578	118.086845397949	56.5421905517578	25.125	707.215026855469	0	0	0	0	0	0	0	405.097534179688	0	0	0	0	0	0	0	0	6.19999980926514	0	0	0	0	0	0	0	0	7.80000019073486	0	0	0	0	0	0	0	0	14.5	0	0	0	0	0	0	0	0	999397	0	.135000005364418	1	0	0	0	0	0	0	0	.135000005364418	0	0	0	0	0	0	0	0	56.5421905517578	0	0	0	0	0	0	0	0	25.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3109998703003	0	0	5.89026117324829	5.89026117324829	1	6.39654636383057	8.31969261169434	2.42577576637268	-16.0346069335937	2.44000005722046	0	0	0	0	0	0	9	10.4534568786621	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	1	5.83773040771484	352.068450927734	5.30590581893921	309.271575927734	5.1789493560791	2000	0	1
1020	34	New Jersey	1999	33	1	1	440.140014648438	3654.06005859375	384	0	0	0	1	1	1	0	0	37376	15106	99999	0	0	0	0	0	1	1	0	0	1	1	0	0	9	0	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	1	1	0	0	8	0	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	0	3	2	4	0	4	60	60	36	60	36	60	0	36	5	7	5	0	1	0	1	0	0	1	0	1	0	60	1	1	1	1	1	0	0	1	0	120	1	0	4.59999990463257	8.30000019073486	14.1300001144409	14.6999998092651	0	0	0	0	0	0	0	0	1	0	100	8.60000038146973	12.3159999847412	1521.06	8096	18787.796875	41	343	500629	71213	3213.9	0	0	1	0	1.29999995231628	.430000007152557	384.770263671875	999	999	61.7181816101074	23.4285793304443	750.674194335938	0	0	0	0	0	0	0	0	384.770263671875	0	0	0	0	0	0	0	0	4.59999990463257	0	0	0	0	0	0	0	0	8.60000038146973	0	0	0	0	0	0	0	0	14.6999998092651	0	0	0	0	0	0	0	0	712132	.144999995827675	1	0	0	0	0	0	0	0	0	.144999995827675	0	0	0	0	0	0	0	0	61.7181816101074	0	0	0	0	0	0	0	0	23.4285793304443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3159999847412	0	6.0887246131897	6.0887246131897	1	6.08709287643433	8.07524013519287	2.51089930534363	-41.8607559204101	2.45000004768372	0	0	0	0	0	0	9	10.5287837982178	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	1	5.95064258575439	401.046936035156	5.48767423629761	367.736694335938	5.36496782302856	2001	0	1
1023	34	New Jersey	2002	33	1	1	390.100006103516	3225.30004882813	322	0	0	0	1	1	1	0	0	38773	14576	99999	0	0	0	1	0	1	1	0	0	1	1	0	0	9	0	0	9	9	9	99	9999	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	1	1	0	0	8	0	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	9	9	0	3	2	4	0	4	60	60	36	60	36	60	0	36	5	7	5	0	1	0	1	0	0	1	0	1	0	60	1	1	1	1	1	0	0	1	0	120	1	0	4.19999980926514	8.17000007629395	13.1899995803833	14.5	0	0	0	0	0	0	0	0	0	1	100	8.10000038146973	14.210000038147	1524.35	8504	17745.634765625	-62	384	525270	68772	2835.2	0	0	1	0	1.29999995231628	.430000007152557	389.301513671875	999	999	65.7522125244141	50.2326393127441	639.825805664063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.148000001907349	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.2326393127441	65.7522125244141	389.301513671875	4.19999980926514	8.10000038146973	.148000001907349	38773	687721	14.5	0	0	0	0	0	0	0	0	0	14.210000038147	6.09003305435181	6.09003305435181	1	5.96640300750732	7.94986772537231	2.65394592285156	-114.542045593262	2.44000005722046	0	0	0	0	0	0	5.76999998092651	10.5654792785645	0	0	0	0	0	0	2.44000005722046	100	4.19999980926514	65.7522125244141	65.7522125244141	390.100006103516	5.96640300750732	99	0	0	0	0	0	1	5.77455139160156	411.554626464844	5.49560308456421	370.255645751953	5.35210275650024	2002	0	1
1026	35	New Mexico	1972	999	9	9	373.299987792969	3470.89990234375	55.7000007629394	0	0	0	0	0	0	0	0	12685	584	99999	99	99	99	99	99	99	99	99	99	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	9	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	0	0	9	9	9	9	999	9999	999	999	999	999	99	99	99	99	99	0	0	0	9	9	9	9	9	9	9	9999	9	9	9	9	9	9	9	9	9	9999	9	9	6.40000009536743	12.5200004577637	12.3599996566772	1.89999997615814	0	0	0	0	0	0	0	0	0	0	31.1000003814697	21.5400009155273	36	30.97	1054	2938.330078125	999	999	238897	26274	3097.6	0	1	0	0	13.6000003814697	.388999998569489	209.487670898437	55.4079704284668	999	36.4801483154297	49.3333282470703	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0450000017881393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24518394470215	4.24518394470215	1	5.92238235473633	8.0383825302124	3.58351898193359	-15.4715595245361	1.24000000953674	0	0	0	0	0	0	4.07000017166138	9.44817543029785	0	0	1	0	0	0	0	44.7999992370606	5.69999980926514	46.4641494750976	42.3223609924316	292.799987792969	5.67948961257935	8.94507217407227	0	0	0	0	0	99	4.01997995376587	276.421630859375	4.46577501296997	999	9	1992	0	0
1029	35	New Mexico	1975	100	0	0	450.399993896484	5212.89990234375	86	0	0	0	0	0	0	0	0	13217	761	516	0	0	0	0	0	0	0	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	7	0	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	2	0	0	60	600	12	120	12	120	12	12	1	3	2	0	0	0	9	9	9	9	9	9	9	9999	9	9	9	9	9	9	9	9	9	9999	9	9	8	12.9300003051758	13.7700004577637	1.89999997615814	1	0	0	0	0	0	0	0	0	0	33.9000015258789	19.7199993133545	36.2000007629394	33.23	1131	2938.10791015625	30.2999992370606	55.7000007629394	260255	24576	4762.6	0	1	0	0	13.6000003814697	.388999998569489	253.846160888672	67.2855911254883	45.6233406066895	32.8642883300781	42	9999	253.846160888672	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	19.1700000762939	0	0	0	0	0	0	0	0	1.89999997615814	0	0	0	0	0	0	0	0	245761	0	0	0	0	0	0	0	0	.0450000017881393	0	.0450000017881393	0	0	0	0	0	0	0	0	32.8642883300781	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.2000007629394	0	0	0	0	0	0	0	0	0	4.48349142074585	4.48349142074585	1	6.11013603210449	8.46854877471924	3.58905911445618	-15.0252132415771	1.24000000953674	0	0	0	0	0	0	9	9.48925876617432	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	4.45434713363647	305.745849609375	4.70087766647339	999	9	1993	0	0
1032	35	New Mexico	1978	64	1	0	500.920013427734	5187.64990234375	123	0	0	1	0	1	1	0	0	15332	766	554	4	0	0	3	0	4	2	0	0	0	9	9	9	99	999	1	1	0	0	9	0	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	7	0	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	2	0	0	60	600	12	120	12	120	12	12	1	3	2	0	0	0	1	1	1	1	1	0	0	24	1	1	1	1	1	1	1	0	0	60	1	1	7.80000019073486	13.6499996185303	15.1300001144409	1.89999997615814	0	1	0	0	0	0	0	0	0	0	34	18.4500007629395	36.4000015258789	43.98	1225	3590.2041015625	37	86	291599	22866	4686.7	0	1	0	0	12.3999996185303	.382999986410141	272.326538085938	62.5306129455566	45.2244911193848	11.7883596420288	10	264.158203125	0	272.326538085938	0	0	0	0	0	0	0	0	7.80000019073486	0	0	0	0	0	0	0	0	17.6399993896484	0	0	0	0	0	0	0	0	1.89999997615814	0	0	0	0	0	0	0	0	228657	0	0	0	0	0	0	0	.0450000017881393	0	0	.0450000017881393	0	0	0	0	0	0	0	0	11.7883596420288	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4000015258789	0	0	0	0	0	0	0	0	4.85192489624023	4.85192489624023	1	6.21644639968872	8.45248413085938	3.59456872940064	-15.4207496643066	1.24000000953674	0	1	0	0	0	0	9	9.63769721984863	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	1	0	0	0	0	8	4.81218433380127	313.32421875	4.87796068191528	221.230667114258	4.60517978668213	1994	1	1
1035	35	New Mexico	1981	50	1	0	614.989990234375	5979.0498046875	100	0	0	1	0	1	1	0	0	16833	1255	388	4	0	0	3	0	5	5	0	0	0	9	9	9	99	999	1	1	0	0	9	0	1	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	2	0	0	24	144	12	72	12	72	12	12	1	3	2	0	0	0	1	1	1	1	1	0	0	24	1	1	1	1	1	1	1	0	0	60	1	1	7.5	13.6599998474121	16.6499996185303	1.79999995231628	0	0	1	0	0	0	0	0	0	0	42	20.6000003814697	36.6279983520508	94.21	1299	7252.501953125	-23	123	330698	25767	5364.1	0	1	0	0	12.3999996185303	.382999986410141	304.003082275391	96.6127777099609	29.8691291809082	15.3466100692749	7.711905002594	303.407806396484	0	0	304.003082275391	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	20.6000003814697	0	0	0	0	0	0	0	0	1.79999995231628	0	0	0	0	0	0	0	0	257668	0	0	0	0	0	0	.0480000004172325	0	0	0	.0480000004172325	0	0	0	0	0	0	0	0	15.3466100692749	0	0	0	0	0	0	0	0	7.711905002594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.6279983520508	0	0	0	0	0	0	0	4.90035200119019	4.90035200119019	1	6.42160606384277	8.58748435974121	3.60081291198731	-38.2608833312988	1.22000002861023	0	1	1.22000002861023	0	0	0	4.63000011444092	9.7310962677002	0	1	1	0	0	0	0	42	7.5	12.3018598556519	15.3466100692749	614.989990234375	6.42160606384277	9.23532581329346	1	0	0	0	0	9	4.60517024993896	336.157867431641	5.03904724121094	271.557067871094	4.83667755126953	1995	1	1
